App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
5739526,HDR,11/01/2016,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5727694,HDR,09/21/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5727519,HDR,09/20/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5733623,HDR,10/11/2016,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5705122,HDR,06/17/2016,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5739492,HDR,11/01/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5737352,HDR,10/24/2016,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5735257,HDR,10/17/2016,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Not Applicable,11/09/2016 06:11:34 PM
5731477,HDR,10/04/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5734781,HDR,10/14/2016,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5727671,HDR,09/21/2016,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5727177,HDR,09/19/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5733238,HDR,10/11/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5739627,HDR,11/01/2016,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5733594,HDR,10/11/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5732957,HDR,10/08/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5714365,HDR,07/29/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5726561,HDR,09/16/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,11/09/2016 06:11:34 PM
5740151,HDR,11/03/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5715391,HDR,08/03/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5728864,HDR,09/25/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,11/09/2016 06:11:34 PM
5736625,HDR,10/21/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5730825,HDR,10/01/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5719984,HDR,08/20/2016,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5712776,HDR,07/25/2016,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5723392,HDR,09/02/2016,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Not Applicable,11/09/2016 06:11:34 PM
5725058,HDR,09/10/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5729947,HDR,09/28/2016,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5708842,HDR,07/06/2016,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5729693,HDR,09/28/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5724830,HDR,09/09/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5731320,HDR,10/03/2016,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Not Applicable,11/09/2016 06:11:34 PM
5724120,HDR,09/07/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5738626,HDR,10/28/2016,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5724544,HDR,09/08/2016,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Not Applicable,11/09/2016 06:11:34 PM
5728042,HDR,09/22/2016,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5736652,HDR,10/21/2016,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Not Applicable,11/09/2016 06:11:34 PM
5737730,HDR,10/25/2016,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5722895,HDR,08/31/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5732391,HDR,10/06/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5706835,HDR,06/27/2016,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5711219,HDR,07/19/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,11/09/2016 06:11:34 PM
5739302,HDR,10/31/2016,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5732672,HDR,10/07/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5704361,HDR,06/14/2016,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5740788,HDR,11/05/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5728053,HDR,09/22/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,11/09/2016 06:11:34 PM
5734008,HDR,10/13/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Not Applicable,11/09/2016 06:11:34 PM
5739420,HDR,11/01/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5737204,HDR,10/24/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5711968,HDR,07/21/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5740704,HDR,11/04/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5730575,HDR,09/30/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5722822,HDR,08/31/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5715887,HDR,08/05/2016,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5726091,HDR,09/14/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5721657,HDR,08/26/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5736894,HDR,10/22/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5716083,HDR,08/05/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,11/09/2016 06:11:34 PM
5720414,HDR,08/22/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5713699,HDR,07/27/2016,Pending Fitness Interview,11/18/2016,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5702422,HDR,06/06/2016,Denied,Not Applicable,Complete,Complete,Needed,Complete,Complete,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,11/09/2016 06:11:34 PM
5703064,HDR,06/08/2016,Denied,Not Applicable,Complete,Complete,Needed,Complete,Complete,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,11/09/2016 06:11:34 PM
5738582,HDR,10/28/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5729708,HDR,09/28/2016,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5738853,HDR,10/30/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5736496,HDR,10/20/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5721306,HDR,08/25/2016,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5717320,HDR,08/11/2016,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5724823,HDR,09/09/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5714624,HDR,08/01/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5734341,HDR,10/13/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5730184,HDR,09/29/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5705230,HDR,06/18/2016,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5723982,HDR,09/06/2016,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5724027,HDR,09/06/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5733795,HDR,10/12/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5726450,HDR,09/15/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5706633,HDR,06/24/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5721629,HDR,08/26/2016,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5735694,HDR,10/18/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Not Applicable,11/09/2016 06:11:34 PM
5738498,HDR,10/28/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5705899,HDR,06/21/2016,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5711189,HDR,07/18/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,11/09/2016 06:11:34 PM
5719908,HDR,08/20/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5737947,HDR,10/26/2016,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5707789,HDR,06/30/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5731913,HDR,10/05/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5728401,HDR,09/23/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5704990,HDR,06/17/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,11/09/2016 06:11:34 PM
5728035,HDR,09/22/2016,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5708739,PDR,07/06/2016,Under Review,Not Applicable,Not Applicable,Not Applicable,Complete,Not Applicable,Not Applicable,Not Applicable,11/09/2016 06:11:34 PM
5730784,HDR,10/01/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5718107,HDR,08/14/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5718629,HDR,08/16/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5734422,HDR,10/13/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5717959,HDR,08/12/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5709912,HDR,07/12/2016,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5711034,HDR,07/16/2016,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5739114,HDR,10/31/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5735517,HDR,10/18/2016,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5734436,HDR,10/13/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5733143,HDR,10/10/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5703091,HDR,06/08/2016,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5740738,HDR,11/04/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5730865,HDR,10/02/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5729937,HDR,09/28/2016,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Not Applicable,11/09/2016 06:11:34 PM
5726745,HDR,09/16/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5738084,HDR,10/26/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5731703,HDR,10/04/2016,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5711817,HDR,07/21/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5727925,HDR,09/21/2016,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5719499,HDR,08/18/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5712856,HDR,07/25/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5727643,HDR,09/21/2016,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5731657,HDR,10/04/2016,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5736615,HDR,10/21/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5731750,HDR,10/04/2016,Denied,Not Applicable,Needed,Complete,Needed,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5712453,HDR,07/22/2016,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,11/09/2016 06:11:34 PM
5725401,HDR,09/12/2016,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5720562,HDR,08/23/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5734798,VDR,10/14/2016,Approved - License Issued,Not Applicable,Not Applicable,Not Applicable,Complete,Not Applicable,Not Applicable,Not Applicable,11/09/2016 06:11:34 PM
5713885,HDR,07/28/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5724852,HDR,09/09/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5737952,HDR,10/26/2016,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5726280,HDR,09/15/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5723849,HDR,09/06/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,11/09/2016 06:11:34 PM
5730810,HDR,10/01/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5736395,HDR,10/20/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5721043,HDR,08/24/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5735917,HDR,10/19/2016,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5735667,HDR,10/18/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5724806,HDR,09/09/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5728693,HDR,09/23/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5740957,HDR,11/07/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5709549,HDR,07/11/2016,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5733507,HDR,10/11/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5737805,HDR,10/26/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5733705,HDR,10/12/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5738402,HDR,10/27/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5730169,HDR,09/29/2016,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5739285,HDR,10/31/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5734189,HDR,10/13/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5739938,HDR,11/02/2016,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5714339,HDR,07/29/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,11/09/2016 06:11:34 PM
5717979,HDR,08/12/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5729915,HDR,09/28/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5728447,HDR,09/23/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5739944,HDR,11/02/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5714142,HDR,07/29/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5729605,HDR,09/28/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5735578,HDR,10/18/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5723734,HDR,09/05/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5725101,HDR,09/11/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5739375,HDR,11/01/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5716596,HDR,08/08/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5719400,HDR,08/18/2016,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Not Applicable,11/09/2016 06:11:34 PM
5733614,HDR,10/11/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5730723,HDR,09/30/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5721512,HDR,08/26/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5725326,HDR,09/12/2016,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5729771,HDR,09/28/2016,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5720380,HDR,08/22/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5708698,HDR,07/06/2016,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,11/09/2016 06:11:34 PM
5730417,HDR,09/29/2016,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5718843,HDR,08/17/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5739240,HDR,10/31/2016,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5739711,HDR,11/01/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5713322,HDR,07/26/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,11/09/2016 06:11:34 PM
5735717,HDR,10/18/2016,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5737455,HDR,10/25/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5731650,HDR,10/04/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5741279,HDR,11/08/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5723519,HDR,09/02/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5723994,HDR,09/06/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5735146,HDR,10/17/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Not Applicable,11/09/2016 06:11:34 PM
5732990,HDR,10/08/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Not Applicable,11/09/2016 06:11:34 PM
5727278,HDR,09/19/2016,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5718922,HDR,08/17/2016,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5738099,HDR,10/27/2016,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5730724,HDR,09/30/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5719750,HDR,08/19/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5733056,HDR,10/09/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5736518,HDR,10/20/2016,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5735475,HDR,10/18/2016,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5713156,HDR,07/26/2016,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,11/09/2016 06:11:34 PM
5739954,HDR,11/02/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5736164,HDR,10/20/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5739119,HDR,10/31/2016,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5710410,HDR,07/14/2016,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
